VAL;ST;Len;Type;Min;Max;Description
VAL;ARGNU;6;N;64.91;232.58;arginine-nu_64.91_232.58
NAME;ARGNU;6;N;;;arginine-nu
VAL;ALFT;4;N;4.8;10.4;arms/legs-fat_4.8_10.4
VAL;ALFT;5;N;10.4;12.44;arms/legs-fat_10.4_12.44
VAL;ALFT;4;N;12.44;16.2;arms/legs-fat_12.44_16.2
VAL;ALFT;5;N;16.2;21.98;arms/legs-fat_16.2_21.98
VAL;ALFT;4;N;21.98;44.5;arms/legs-fat_21.98_44.5
NAME;ALFT;4;N;;;arms/legs-fat
VAL;ASCB;7;N;31.02;1196.82;ascorbic-acid_31.02_1196.82
VAL;ASCB;7;N;1196.82;1545.32;ascorbic-acid_1196.82_1545.32
VAL;ASCB;7;N;1545.32;1874.89;ascorbic-acid_1545.32_1874.89
VAL;ASCB;7;N;1874.89;2415.81;ascorbic-acid_1874.89_2415.81
VAL;ASCB;8;N;2415.81;32059.99;ascorbic-acid_2415.81_32059.99
NAME;ASCB;8;N;;;ascorbic-acid
VAL;ASCHI;7;N;639.07;4254.54;asparagine-hi_639.07_4254.54
VAL;ASCHI;7;N;4254.54;5775.97;asparagine-hi_4254.54_5775.97
VAL;ASCHI;7;N;5775.97;8667.21;asparagine-hi_5775.97_8667.21
VAL;ASCHI;8;N;8667.21;28872.35;asparagine-hi_8667.21_28872.35
VAL;ASCHI;9;N;28872.35;192454.36;asparagine-hi_28872.35_192454.36
NAME;ASCHI;9;N;;;asparagine-hi
VAL;ASCMS;4;N;0.14;0.22;asparagine-ms_0.14_0.22
VAL;ASCMS;4;N;0.22;0.25;asparagine-ms_0.22_0.25
VAL;ASCMS;4;N;0.25;0.28;asparagine-ms_0.25_0.28
VAL;ASCMS;4;N;0.28;0.32;asparagine-ms_0.28_0.32
VAL;ASCMS;4;N;0.32;0.63;asparagine-ms_0.32_0.63
NAME;ASCMS;4;N;;;asparagine-ms
VAL;ASCMU;4;N;0.05;0.23;asparagine-mu_0.05_0.23
VAL;ASCMU;4;N;0.23;0.39;asparagine-mu_0.23_0.39
VAL;ASCMU;4;N;0.39;0.56;asparagine-mu_0.39_0.56
VAL;ASCMU;4;N;0.56;0.82;asparagine-mu_0.56_0.82
VAL;ASCMU;5;N;0.82;12.95;asparagine-mu_0.82_12.95
NAME;ASCMU;5;N;;;asparagine-mu
VAL;ASCNS;4;N;0.0;0.03;asparagine-ns_0.0_0.03
VAL;ASCNS;4;N;0.03;0.09;asparagine-ns_0.03_0.09
NAME;ASCNS;4;N;;;asparagine-ns
VAL;ASPHI;4;N;0.02;0.04;aspartic-acid-ms_0.02_0.04
VAL;ASPHI;4;N;0.04;0.05;aspartic-acid-ms_0.04_0.05
VAL;ASPHI;4;N;0.05;0.08;aspartic-acid-ms_0.05_0.08
VAL;ASPHI;4;N;0.08;0.13;aspartic-acid-ms_0.08_0.13
VAL;ASPHI;4;N;0.13;0.44;aspartic-acid-ms_0.13_0.44
NAME;ASPHI;4;N;;;aspartic-acid-ms
VAL;ASPMU;4;N;0.0;0.01;aspartic-acid-mu_0.0_0.01
VAL;ASPMU;4;N;0.01;0.01;aspartic-acid-mu_0.01_0.01
VAL;ASPMU;4;N;0.01;0.02;aspartic-acid-mu_0.01_0.02
VAL;ASPMU;4;N;0.02;0.03;aspartic-acid-mu_0.02_0.03
VAL;ASPMU;4;N;0.03;0.41;aspartic-acid-mu_0.03_0.41
NAME;ASPMU;4;N;;;aspartic-acid-mu
VAL;BAI;4;N;23.0;27.6;bai(body-adiposity-index)_23.0_27.6
VAL;BAI;5;N;27.6;30.14;bai(body-adiposity-index)_27.6_30.14
VAL;BAI;4;N;30.14;32.5;bai(body-adiposity-index)_30.14_32.5
VAL;BAI;5;N;32.5;36.66;bai(body-adiposity-index)_32.5_36.66
VAL;BAI;5;N;36.66;123.4;bai(body-adiposity-index)_36.66_123.4
NAME;BAI;5;N;;;bai(body-adiposity-index)
VAL;BASO;4;N;0.0;0.03;baso_0.0_0.03
VAL;BASO;4;N;0.03;0.04;baso_0.03_0.04
VAL;BASO;4;N;0.04;0.05;baso_0.04_0.05
VAL;BASO;4;N;0.05;0.08;baso_0.05_0.08
VAL;BASO;4;N;0.08;0.19;baso_0.08_0.19
NAME;BASO;4;N;;;baso
VAL;BASP;4;N;0.0;0.43;baso-pct_0.0_0.43
VAL;BASP;3;N;0.43;0.6;baso-pct_0.43_0.6
VAL;BASP;3;N;0.6;0.8;baso-pct_0.6_0.8
VAL;BASP;4;N;0.8;1.14;baso-pct_0.8_1.14
VAL;BASP;4;N;1.14;2.63;baso-pct_1.14_2.63
NAME;BASP;4;N;;;baso-pct
VAL;BCM;5;N;23.0;29.14;bcm-(body-cell-mass)_23.0_29.14
VAL;BCM;4;N;29.14;33.0;bcm-(body-cell-mass)_29.14_33.0
VAL;BCM;5;N;33.0;37.56;bcm-(body-cell-mass)_33.0_37.56
VAL;BCM;4;N;37.56;43.8;bcm-(body-cell-mass)_37.56_43.8
VAL;BCM;4;N;43.8;55.7;bcm-(body-cell-mass)_43.8_55.7
NAME;BCM;4;N;;;bcm-(body-cell-mass)
VAL;BEAN;5;N;0.0;31.29;beans_0.0_31.29
VAL;BEAN;6;N;31.29;101.09;beans_31.29_101.09
VAL;BEAN;7;N;101.09;1155.07;beans_101.09_1155.07
NAME;BEAN;7;N;;;beans
VAL;BEEF;5;N;0.0;57.07;beef_0.0_57.07
VAL;BEEF;6;N;57.07;160.03;beef_57.07_160.03
VAL;BEEF;5;N;160.03;690.3;beef_160.03_690.3
NAME;BEEF;5;N;;;beef
VAL;BENHI;6;N;117.27;300.48;benzoic-acid-hi_117.27_300.48
VAL;BENHI;6;N;300.48;477.95;benzoic-acid-hi_300.48_477.95
VAL;BENHI;7;N;477.95;1016.18;benzoic-acid-hi_477.95_1016.18
VAL;BENHI;7;N;1016.18;2668.32;benzoic-acid-hi_1016.18_2668.32
VAL;BENHI;9;N;2668.32;196035.84;benzoic-acid-hi_2668.32_196035.84
NAME;BENHI;9;N;;;benzoic-acid-hi
VAL;BENNU;5;N;0.0;568.2;benzoic-acid-nu_0.0_568.2
NAME;BENNU;5;N;;;benzoic-acid-nu
VAL;BALMS;4;N;0.0;0.01;beta-alanine-ms_0.0_0.01
VAL;BALMS;4;N;0.01;0.01;beta-alanine-ms_0.01_0.01
VAL;BALMS;4;N;0.01;0.01;beta-alanine-ms_0.01_0.01
VAL;BALMS;4;N;0.01;0.01;beta-alanine-ms_0.01_0.01
VAL;BALMS;4;N;0.01;0.03;beta-alanine-ms_0.01_0.03
NAME;BALMS;4;N;;;beta-alanine-ms
VAL;BALMU;4;N;0.0;0.01;beta-alanine-mu_0.0_0.01
VAL;BALMU;4;N;0.01;0.01;beta-alanine-mu_0.01_0.01
VAL;BALMU;4;N;0.01;0.01;beta-alanine-mu_0.01_0.01
VAL;BALMU;4;N;0.01;0.02;beta-alanine-mu_0.01_0.02
VAL;BALMU;4;N;0.02;0.17;beta-alanine-mu_0.02_0.17
NAME;BALMU;4;N;;;beta-alanine-mu
VAL;BAIM;4;N;0.0;0.01;beta-aminoisobutyric-acid-ms_0.0_0.01
VAL;BAIM;4;N;0.01;0.01;beta-aminoisobutyric-acid-ms_0.01_0.01
VAL;BAIM;4;N;0.01;0.01;beta-aminoisobutyric-acid-ms_0.01_0.01
VAL;BAIM;4;N;0.01;0.01;beta-aminoisobutyric-acid-ms_0.01_0.01
VAL;BAIM;4;N;0.01;0.08;beta-aminoisobutyric-acid-ms_0.01_0.08
NAME;BAIM;4;N;;;beta-aminoisobutyric-acid-ms
VAL;BAIMU;4;N;0.01;0.19;beta-aminoisobutyric-acid-mu_0.01_0.19
VAL;BAIMU;4;N;0.19;0.31;beta-aminoisobutyric-acid-mu_0.19_0.31
VAL;BAIMU;4;N;0.31;0.49;beta-aminoisobutyric-acid-mu_0.31_0.49
VAL;BAIMU;4;N;0.49;0.85;beta-aminoisobutyric-acid-mu_0.49_0.85
VAL;BAIMU;4;N;0.85;5.04;beta-aminoisobutyric-acid-mu_0.85_5.04
NAME;BAIMU;4;N;;;beta-aminoisobutyric-acid-mu
VAL;BCAR;7;N;219.09;3423.73;beta-carotene_219.09_3423.73
VAL;BCAR;7;N;3423.73;5692.51;beta-carotene_3423.73_5692.51
VAL;BCAR;6;N;5692.51;8823.5;beta-carotene_5692.51_8823.5
VAL;BCAR;8;N;8823.5;12737.78;beta-carotene_8823.5_12737.78
VAL;BCAR;9;N;12737.78;118298.58;beta-carotene_12737.78_118298.58
NAME;BCAR;9;N;;;beta-carotene
VAL;BETA;4;N;0.0;79.1;beta-cryptoxanthin_0.0_79.1
VAL;BETA;6;N;79.1;175.89;beta-cryptoxanthin_79.1_175.89
VAL;BETA;6;N;175.89;287.73;beta-cryptoxanthin_175.89_287.73
VAL;BETA;6;N;287.73;490.04;beta-cryptoxanthin_287.73_490.04
VAL;BETA;7;N;490.04;2750.63;beta-cryptoxanthin_490.04_2750.63
NAME;BETA;7;N;;;beta-cryptoxanthin
VAL;BETHI;9;N;209063.17;678074.54;betaine-hi_209063.17_678074.54
VAL;BETHI;9;N;678074.54;945876.31;betaine-hi_678074.54_945876.31
VAL;BETHI;10;N;945876.31;1377183.92;betaine-hi_945876.31_1377183.92
VAL;BETHI;9;N;1377183.92;2390168.5;betaine-hi_1377183.92_2390168.5
VAL;BETHI;10;N;2390168.5;10159202.0;betaine-hi_2390168.5_10159202.0
NAME;BETHI;10;N;;;betaine-hi
VAL;BETNU;3;N;0.0;8.0;betaine-nu_0.0_8.0
VAL;BETNU;4;N;8.0;10.0;betaine-nu_8.0_10.0
VAL;BETNU;5;N;10.0;13.62;betaine-nu_10.0_13.62
VAL;BETNU;5;N;13.62;18.59;betaine-nu_13.62_18.59
VAL;BETNU;6;N;18.59;110.77;betaine-nu_18.59_110.77
NAME;BETNU;6;N;;;betaine-nu
VAL;BFMLA;6;N;94.4;221.26;bfm%-of-left-arm_94.4_221.26
VAL;BFMLA;6;N;221.26;284.64;bfm%-of-left-arm_221.26_284.64
VAL;BFMLA;5;N;284.64;358.4;bfm%-of-left-arm_284.64_358.4
VAL;BFMLA;6;N;358.4;565.82;bfm%-of-left-arm_358.4_565.82
VAL;BFMLA;6;N;565.82;1537.5;bfm%-of-left-arm_565.82_1537.5
NAME;BFMLA;6;N;;;bfm%-of-left-arm
VAL;BFMLL;6;N;98.6;165.12;bfm%-of-left-leg_98.6_165.12
VAL;BFMLL;5;N;165.12;193.6;bfm%-of-left-leg_165.12_193.6
VAL;BFMLL;5;N;193.6;220.2;bfm%-of-left-leg_193.6_220.2
VAL;BFMLL;6;N;220.2;288.68;bfm%-of-left-leg_220.2_288.68
VAL;BFMLL;5;N;288.68;441.1;bfm%-of-left-leg_288.68_441.1
NAME;BFMLL;5;N;;;bfm%-of-left-leg
VAL;BFMRA;6;N;85.4;218.78;bfm%-of-right-arm_85.4_218.78
VAL;BFMRA;6;N;218.78;279.24;bfm%-of-right-arm_218.78_279.24
VAL;BFMRA;5;N;279.24;352.2;bfm%-of-right-arm_279.24_352.2
VAL;BFMRA;5;N;352.2;559.8;bfm%-of-right-arm_352.2_559.8
VAL;BFMRA;6;N;559.8;1535.4;bfm%-of-right-arm_559.8_1535.4
NAME;BFMRA;6;N;;;bfm%-of-right-arm
VAL;BFMRL;5;N;100.6;165.8;bfm%-of-right-leg_100.6_165.8
VAL;BFMRL;6;N;165.8;193.38;bfm%-of-right-leg_165.8_193.38
VAL;BFMRL;5;N;193.38;220.4;bfm%-of-right-leg_193.38_220.4
VAL;BFMRL;5;N;220.4;289.5;bfm%-of-right-leg_220.4_289.5
VAL;BFMRL;5;N;289.5;437.9;bfm%-of-right-leg_289.5_437.9
NAME;BFMRL;5;N;;;bfm%-of-right-leg
VAL;BFMT;6;N;184.9;271.98;bfm%-of-trunk_184.9_271.98
VAL;BFMT;6;N;271.98;317.62;bfm%-of-trunk_271.98_317.62
VAL;BFMT;5;N;317.62;373.2;bfm%-of-trunk_317.62_373.2
VAL;BFMT;5;N;373.2;473.2;bfm%-of-trunk_373.2_473.2
VAL;BFMT;5;N;473.2;869.4;bfm%-of-trunk_473.2_869.4
NAME;BFMT;5;N;;;bfm%-of-trunk
VAL;BFMW;5;N;140.1;253.7;bfm%-of-whole-body_140.1_253.7
VAL;BFMW;6;N;253.7;299.48;bfm%-of-whole-body_253.7_299.48
VAL;BFMW;6;N;299.48;359.98;bfm%-of-whole-body_299.48_359.98
VAL;BFMW;6;N;359.98;464.04;bfm%-of-whole-body_359.98_464.04
VAL;BFMW;5;N;464.04;945.0;bfm%-of-whole-body_464.04_945.0
NAME;BFMW;5;N;;;bfm%-of-whole-body
VAL;BFMC;6;N;-56.9;-32.08;bfm-control_-56.9_-32.08
VAL;BFMC;6;N;-32.08;-21.96;bfm-control_-32.08_-21.96
VAL;BFMC;5;N;-21.96;-16.7;bfm-control_-21.96_-16.7
VAL;BFMC;6;N;-16.7;-11.92;bfm-control_-16.7_-11.92
VAL;BFMC;4;N;-11.92;-1.5;bfm-control_-11.92_-1.5
NAME;BFMC;4;N;;;bfm-control
VAL;BIO;6;N;10.57;138.93;biotin_10.57_138.93
VAL;BIO;6;N;138.93;185.64;biotin_138.93_185.64
VAL;BIO;6;N;185.64;226.39;biotin_185.64_226.39
VAL;BIO;6;N;226.39;283.77;biotin_226.39_283.77
VAL;BIO;7;N;283.77;1557.74;biotin_283.77_1557.74
NAME;BIO;7;N;;;biotin
VAL;BMC;4;N;0.35;2.65;bmc-(bone-mineral-content)_0.35_2.65
VAL;BMC;4;N;2.65;2.97;bmc-(bone-mineral-content)_2.65_2.97
VAL;BMC;4;N;2.97;3.41;bmc-(bone-mineral-content)_2.97_3.41
VAL;BMC;4;N;3.41;3.88;bmc-(bone-mineral-content)_3.41_3.88
VAL;BMC;4;N;3.88;5.37;bmc-(bone-mineral-content)_3.88_5.37
NAME;BMC;4;N;;;bmc-(bone-mineral-content)
VAL;BMI;4;N;23.4;27.9;bmi-(body-mass-index)_23.4_27.9
VAL;BMI;5;N;27.9;29.74;bmi-(body-mass-index)_27.9_29.74
VAL;BMI;5;N;29.74;32.06;bmi-(body-mass-index)_29.74_32.06
VAL;BMI;4;N;32.06;36.6;bmi-(body-mass-index)_32.06_36.6
VAL;BMI;4;N;36.6;68.4;bmi-(body-mass-index)_36.6_68.4
NAME;BMI;4;N;;;bmi-(body-mass-index)
VAL;BMR;6;N;1135.0;1339.2;bmr-(basal-metabolic-rate)_1135.0_1339.2
VAL;BMR;6;N;1339.2;1463.4;bmr-(basal-metabolic-rate)_1339.2_1463.4
VAL;BMR;6;N;1463.4;1621.6;bmr-(basal-metabolic-rate)_1463.4_1621.6
VAL;BMR;6;N;1621.6;1817.8;bmr-(basal-metabolic-rate)_1621.6_1817.8
VAL;BMR;6;N;1817.8;2242.0;bmr-(basal-metabolic-rate)_1817.8_2242.0
NAME;BMR;6;N;;;bmr-(basal-metabolic-rate)
VAL;BPNS;3;N;1.0;1.0;box-position-ns_1.0_1.0
VAL;BPNS;3;N;2.0;2.0;box-position-ns_2.0_2.0
VAL;BPNS;3;N;3.0;3.0;box-position-ns_3.0_3.0
VAL;BPNS;3;N;4.0;4.0;box-position-ns_4.0_4.0
NAME;BPNS;3;N;;;box-position-ns
VAL;BPSS;3;N;1.0;3.0;box-position-ss_1.0_3.0
VAL;BPSS;3;N;3.0;4.0;box-position-ss_3.0_4.0
VAL;BPSS;3;N;4.0;6.0;box-position-ss_4.0_6.0
VAL;BPSS;3;N;6.0;7.0;box-position-ss_6.0_7.0
NAME;BPSS;3;N;;;box-position-ss
VAL;BRAS;4;N;0.0;6.72;brassicaceae_0.0_6.72
VAL;BRAS;4;N;6.72;27.4;brassicaceae_6.72_27.4
VAL;BRAS;5;N;27.4;92.13;brassicaceae_27.4_92.13
VAL;BRAS;7;N;92.13;1607.91;brassicaceae_92.13_1607.91
NAME;BRAS;7;N;;;brassicaceae
VAL;BURG;4;N;0.0;30.0;burgers_0.0_30.0
VAL;BURG;6;N;30.0;690.51;burgers_30.0_690.51
NAME;BURG;6;N;;;burgers
VAL;BUT2;7;N;6888.18;46818.8;butyrate_6888.18_46818.8
VAL;BUT2;7;N;46818.8;71083.2;butyrate_46818.8_71083.2
VAL;BUT2;9;N;71083.2;100876.58;butyrate_71083.2_100876.58
VAL;BUT2;9;N;100876.58;164089.87;butyrate_100876.58_164089.87
VAL;BUT2;10;N;164089.87;1065265.75;butyrate_164089.87_1065265.75
NAME;BUT2;10;N;;;butyrate
VAL;BUTY;4;N;0.02;0.06;butyrylcarnitine-c4_0.02_0.06
VAL;BUTY;4;N;0.06;0.08;butyrylcarnitine-c4_0.06_0.08
VAL;BUTY;4;N;0.08;0.11;butyrylcarnitine-c4_0.08_0.11
VAL;BUTY;4;N;0.11;0.14;butyrylcarnitine-c4_0.11_0.14
VAL;BUTY;4;N;0.14;0.63;butyrylcarnitine-c4_0.14_0.63
NAME;BUTY;4;N;;;butyrylcarnitine-c4
VAL;CAEDTA;3;N;0.0;0.0;ca-edta_0.0_0.0
VAL;CAEDTA;4;N;0.0;0.01;ca-edta_0.0_0.01
NAME;CAEDTA;4;N;;;ca-edta
VAL;CAFHI;7;N;103.96;7552.19;caffeine-hi_103.96_7552.19
VAL;CAFHI;8;N;7552.19;18687.51;caffeine-hi_7552.19_18687.51
VAL;CAFHI;8;N;18687.51;33232.62;caffeine-hi_18687.51_33232.62
VAL;CAFHI;8;N;33232.62;55890.31;caffeine-hi_33232.62_55890.31
VAL;CAFHI;9;N;55890.31;237128.17;caffeine-hi_55890.31_237128.17
NAME;CAFHI;9;N;;;caffeine-hi
VAL;CAFNU;5;N;0.0;14.36;caffeine-nu_0.0_14.36
VAL;CAFNU;5;N;14.36;20.93;caffeine-nu_14.36_20.93
VAL;CAFNU;5;N;20.93;533.7;caffeine-nu_20.93_533.7
NAME;CAFNU;5;N;;;caffeine-nu
VAL;CAL2;7;N;53.77;2759.86;calcium_53.77_2759.86
VAL;CAL2;7;N;2759.86;3545.43;calcium_2759.86_3545.43
VAL;CAL2;6;N;3545.43;4397.3;calcium_3545.43_4397.3
VAL;CAL2;7;N;4397.3;5681.07;calcium_4397.3_5681.07
VAL;CAL2;8;N;5681.07;26293.86;calcium_5681.07_26293.86
NAME;CAL2;8;N;;;calcium
VAL;CTUN;5;N;0.0;49.96;canned-tuna_0.0_49.96
VAL;CTUN;6;N;49.96;279.32;canned-tuna_49.96_279.32
NAME;CTUN;6;N;;;canned-tuna
VAL;CARB;6;N;104.57;646.48;carbohydrate_104.57_646.48
VAL;CARB;5;N;646.48;826.4;carbohydrate_646.48_826.4
VAL;CARB;6;N;826.4;990.17;carbohydrate_826.4_990.17
VAL;CARB;7;N;990.17;1206.09;carbohydrate_990.17_1206.09
VAL;CARB;7;N;1206.09;4138.68;carbohydrate_1206.09_4138.68
NAME;CARB;7;N;;;carbohydrate
VAL;CHEC;5;N;0.0;21.73;cheddar-cheese_0.0_21.73
VAL;CHEC;5;N;21.73;49.45;cheddar-cheese_21.73_49.45
VAL;CHEC;4;N;49.45;91.6;cheddar-cheese_49.45_91.6
VAL;CHEC;6;N;91.6;527.15;cheddar-cheese_91.6_527.15
NAME;CHEC;6;N;;;cheddar-cheese
VAL;CL;8;N;1225.57;10164.52;chloride_1225.57_10164.52
VAL;CL;8;N;10164.52;13513.55;chloride_10164.52_13513.55
VAL;CL;8;N;13513.55;17124.37;chloride_13513.55_17124.37
VAL;CL;8;N;17124.37;21434.43;chloride_17124.37_21434.43
VAL;CL;9;N;21434.43;113642.67;chloride_21434.43_113642.67
NAME;CL;9;N;;;chloride
VAL;CHOL2;6;N;106.0;175.34;chol_106.0_175.34
VAL;CHOL2;5;N;175.34;196.4;chol_175.34_196.4
VAL;CHOL2;5;N;196.4;214.6;chol_196.4_214.6
VAL;CHOL2;6;N;214.6;236.93;chol_214.6_236.93
VAL;CHOL2;6;N;236.93;337.59;chol_236.93_337.59
NAME;CHOL2;6;N;;;chol
VAL;CHOL;6;N;0.0;845.59;cholesterol_0.0_845.59
VAL;CHOL;6;N;845.59;1285.1;cholesterol_845.59_1285.1
VAL;CHOL;7;N;1285.1;1697.83;cholesterol_1285.1_1697.83
VAL;CHOL;7;N;1697.83;2231.72;cholesterol_1697.83_2231.72
VAL;CHOL;7;N;2231.72;3980.34;cholesterol_2231.72_3980.34
NAME;CHOL;7;N;;;cholesterol
VAL;CHOHI;9;N;47599.66;144249.53;choline-hi_47599.66_144249.53
VAL;CHOHI;9;N;144249.53;205038.29;choline-hi_144249.53_205038.29
VAL;CHOHI;9;N;205038.29;276121.78;choline-hi_205038.29_276121.78
VAL;CHOHI;8;N;276121.78;458611.0;choline-hi_276121.78_458611.0
VAL;CHOHI;10;N;458611.0;1870528.87;choline-hi_458611.0_1870528.87
NAME;CHOHI;10;N;;;choline-hi
VAL;CHONS;4;N;0.0;0.13;choline-ns_0.0_0.13
NAME;CHONS;4;N;;;choline-ns
VAL;CIS1;5;N;2.51;89.59;cis-mon-fa_2.51_89.59
VAL;CIS1;5;N;89.59;120.8;cis-mon-fa_89.59_120.8
VAL;CIS1;6;N;120.8;156.58;cis-mon-fa_120.8_156.58
VAL;CIS1;6;N;156.58;203.08;cis-mon-fa_156.58_203.08
VAL;CIS1;6;N;203.08;566.96;cis-mon-fa_203.08_566.96
NAME;CIS1;6;N;;;cis-mon-fa
VAL;CISN3;4;N;0.28;5.96;cis-n3-fa_0.28_5.96
VAL;CISN3;4;N;5.96;8.53;cis-n3-fa_5.96_8.53
VAL;CISN3;5;N;8.53;11.77;cis-n3-fa_8.53_11.77
VAL;CISN3;5;N;11.77;15.79;cis-n3-fa_11.77_15.79
VAL;CISN3;5;N;15.79;90.57;cis-n3-fa_15.79_90.57
NAME;CISN3;5;N;;;cis-n3-fa
VAL;CISN6;5;N;1.45;32.06;cis-n6-fa_1.45_32.06
VAL;CISN6;5;N;32.06;42.96;cis-n6-fa_32.06_42.96
VAL;CISN6;4;N;42.96;57.2;cis-n6-fa_42.96_57.2
VAL;CISN6;5;N;57.2;75.04;cis-n6-fa_57.2_75.04
VAL;CISN6;6;N;75.04;231.15;cis-n6-fa_75.04_231.15
NAME;CISN6;6;N;;;cis-n6-fa
VAL;CITNS;4;N;0.0;0.03;citric-acid-ns_0.0_0.03
VAL;CITNS;4;N;0.03;0.14;citric-acid-ns_0.03_0.14
VAL;CITNS;4;N;0.14;0.18;citric-acid-ns_0.14_0.18
VAL;CITNS;4;N;0.18;0.32;citric-acid-ns_0.18_0.32
NAME;CITNS;4;N;;;citric-acid-ns
VAL;CITNU;4;N;0.0;16.0;citric-acid-nu_0.0_16.0
VAL;CITNU;5;N;16.0;27.31;citric-acid-nu_16.0_27.31
VAL;CITNU;5;N;27.31;172.0;citric-acid-nu_27.31_172.0
VAL;CITNU;6;N;172.0;331.68;citric-acid-nu_172.0_331.68
VAL;CITNU;5;N;331.68;933.1;citric-acid-nu_331.68_933.1
NAME;CITNU;5;N;;;citric-acid-nu
VAL;CITMS;4;N;0.06;0.14;citrulline-ms_0.06_0.14
VAL;CITMS;4;N;0.14;0.16;citrulline-ms_0.14_0.16
VAL;CITMS;4;N;0.16;0.19;citrulline-ms_0.16_0.19
VAL;CITMS;4;N;0.19;0.23;citrulline-ms_0.19_0.23
VAL;CITMS;4;N;0.23;0.41;citrulline-ms_0.23_0.41
NAME;CITMS;4;N;;;citrulline-ms
VAL;CITMU;4;N;0.0;0.01;citrulline-mu_0.0_0.01
VAL;CITMU;4;N;0.01;0.02;citrulline-mu_0.01_0.02
VAL;CITMU;4;N;0.02;0.03;citrulline-mu_0.02_0.03
VAL;CITMU;4;N;0.03;0.04;citrulline-mu_0.03_0.04
VAL;CITMU;3;N;0.04;0.2;citrulline-mu_0.04_0.2
NAME;CITMU;3;N;;;citrulline-mu
VAL;CONI;4;N;1.07;1.27;conicity-index_1.07_1.27
VAL;CONI;4;N;1.27;1.33;conicity-index_1.27_1.33
VAL;CONI;4;N;1.33;1.36;conicity-index_1.33_1.36
VAL;CONI;4;N;1.36;1.41;conicity-index_1.36_1.41
VAL;CONI;4;N;1.41;1.54;conicity-index_1.41_1.54
NAME;CONI;4;N;;;conicity-index
VAL;COPP;4;N;0.47;3.65;copper_0.47_3.65
VAL;COPP;4;N;3.65;4.96;copper_3.65_4.96
VAL;COPP;4;N;4.96;5.89;copper_4.96_5.89
VAL;COPP;4;N;5.89;7.17;copper_5.89_7.17
VAL;COPP;5;N;7.17;32.27;copper_7.17_32.27
NAME;COPP;5;N;;;copper
VAL;COT;6;N;118.62;420.22;cotinine_118.62_420.22
VAL;COT;6;N;420.22;842.12;cotinine_420.22_842.12
VAL;COT;7;N;842.12;3475.92;cotinine_842.12_3475.92
VAL;COT;9;N;3475.92;479634.88;cotinine_3475.92_479634.88
VAL;COT;10;N;479634.88;1989762.87;cotinine_479634.88_1989762.87
NAME;COT;10;N;;;cotinine
VAL;CCHE;6;N;0.0;1050.0;cottage-cheese_0.0_1050.0
NAME;CCHE;6;N;;;cottage-cheese
VAL;CRE;4;N;0.47;0.68;crea_0.47_0.68
VAL;CRE;4;N;0.68;0.74;crea_0.68_0.74
VAL;CRE;4;N;0.74;0.82;crea_0.74_0.82
VAL;CRE;4;N;0.82;0.94;crea_0.82_0.94
VAL;CRE;4;N;0.94;1.35;crea_0.94_1.35
NAME;CRE;4;N;;;crea
VAL;CREHI;9;N;32018.44;269861.64;creatine-hi_32018.44_269861.64
VAL;CREHI;9;N;269861.64;407012.15;creatine-hi_269861.64_407012.15
VAL;CREHI;8;N;407012.15;782917.1;creatine-hi_407012.15_782917.1
VAL;CREHI;10;N;782917.1;1765342.12;creatine-hi_782917.1_1765342.12
VAL;CREHI;11;N;1765342.12;12744090.11;creatine-hi_1765342.12_12744090.11
NAME;CREHI;11;N;;;creatine-hi
VAL;CRENS;4;N;0.0;0.01;creatine-ns_0.0_0.01
VAL;CRENS;4;N;0.01;0.02;creatine-ns_0.01_0.02
VAL;CRENS;4;N;0.02;0.03;creatine-ns_0.02_0.03
VAL;CRENS;4;N;0.03;0.05;creatine-ns_0.03_0.05
VAL;CRENS;4;N;0.05;12.0;creatine-ns_0.05_12.0
NAME;CRENS;4;N;;;creatine-ns
VAL;CRENU;5;N;0.0;11.48;creatine-nu_0.0_11.48
VAL;CRENU;5;N;11.48;49.29;creatine-nu_11.48_49.29
VAL;CRENU;5;N;49.29;100.0;creatine-nu_49.29_100.0
VAL;CRENU;6;N;100.0;795.99;creatine-nu_100.0_795.99
NAME;CRENU;6;N;;;creatine-nu
VAL;CRNHI;10;N;19707139.13;38550398.4;creatinine-hi_19707139.13_38550398.4
VAL;CRNHI;11;N;38550398.4;46307319.01;creatinine-hi_38550398.4_46307319.01
VAL;CRNHI;11;N;46307319.01;54105388.31;creatinine-hi_46307319.01_54105388.31
VAL;CRNHI;11;N;54105388.31;72891147.42;creatinine-hi_54105388.31_72891147.42
VAL;CRNHI;12;N;72891147.42;128032513.33;creatinine-hi_72891147.42_128032513.33
NAME;CRNHI;12;N;;;creatinine-hi
VAL;CRNNS;4;N;0.0;0.07;creatinine-ns_0.0_0.07
VAL;CRNNS;4;N;0.07;0.08;creatinine-ns_0.07_0.08
VAL;CRNNS;4;N;0.08;0.09;creatinine-ns_0.08_0.09
VAL;CRNNS;3;N;0.09;0.1;creatinine-ns_0.09_0.1
VAL;CRNNS;3;N;0.1;2.0;creatinine-ns_0.1_2.0
NAME;CRNNS;3;N;;;creatinine-ns
VAL;CRNNU;3;N;1.51;5.3;creatinine-nu_1.51_5.3
VAL;CRNNU;3;N;5.3;8.1;creatinine-nu_5.3_8.1
VAL;CRNNU;4;N;8.1;11.0;creatinine-nu_8.1_11.0
